Tick;Step;DateTime;Age;Alive;AmountToSpawn;ConsumptionRate;Fruit;GrowRate;LifePoints;MatureAge;MaxAge;Name;ProductionRate;SpreadRate;State;Wood;X;Y;ID
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;5367.759;1;101;2920;20805;NutmegTree;1.3;0.0002;Juvenile;9461.285;55;9;df33324d-5f3d-4289-8cfb-96525a78d2fc
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;2861.8360000000002;0.1;100.8;3650;150015;BrazilNutTree;1;0.0003;Juvenile;9425.1282;58;6;f47ef881-5be9-4232-bfac-4fd5492554fd
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;785.212;0.5;101;1825;9490;PalmTree;0.6;0.0001;Juvenile;621.245;111;0;ab1ea5c5-143f-4b7b-a7e7-eef283b8e59f
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;1331.126;1;101;2920;12045;NutmegTree;1.3;0.0002;Juvenile;6767.49;113;7;69ba9f52-b838-4599-9ca9-d8a56178cc49
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;498.212;0.5;101;1825;9490;PalmTree;0.6;0.0001;Juvenile;728.245;102;0;ad805ca5-f181-4806-b4a5-96def2c874fb
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;226;1;0;2920;15695;NutmegTree;1.3;0.0002;Juvenile;0;82;7;c0eba6c2-08b6-46b9-a721-8b61e86ed443
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;960.568;0.5;0;1825;5475;PalmTree;0.6;0.0001;Juvenile;0;28;0;1fcb7c68-7686-4587-8b35-a062863a1f6c
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;6549.113;1;0;2920;18250;NutmegTree;1.3;0.0002;Juvenile;0;66;7;072f76aa-723a-440f-b4de-c58303534e3d
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;1363.016;0.1;100.8;3650;148190;BrazilNutTree;1;0.0003;Juvenile;14487.1192;90;5;9066eb27-9a4a-4105-bc70-dac2fc5d1855
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;2016.611;1;101;2920;13505;NutmegTree;1.3;0.0002;Juvenile;5998.265;82;8;b162d431-dc47-4f7b-8075-54388ffe9aea
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;552.124;0.5;101;1825;8760;PalmTree;0.6;0.0001;Juvenile;76.615;28;2;2602c65f-bc8b-4aa4-ae6d-980e962c77e1
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;3447.276;0.1;100.8;3650;171550;BrazilNutTree;1;0.0003;Juvenile;13990.1062;50;6;a659c93a-570b-4f2d-b1cf-1f82f4c76490
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;2841.126;1;101;2920;16790;NutmegTree;1.3;0.0002;Juvenile;873.49;114;9;2c352145-e6a0-4c39-824f-e99f312c9142
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;736.92;0.5;0;1825;9855;PalmTree;0.6;0.0001;Juvenile;0;82;0;c11f1388-c9b9-472b-b31f-263b530f6a68
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;3736.016;0.1;100.8;3650;179215;BrazilNutTree;1;0.0003;Juvenile;12113.1192;21;5;46d11777-4410-4411-a1bb-0119801473e2
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;3136;0.1;0;3650;116435;BrazilNutTree;1;0.0003;Juvenile;0;66;3;e84456d0-0a66-466f-93ed-8c9bffd6d147
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;53.35;0.1;0;3650;122640;BrazilNutTree;1;0.0003;Juvenile;0;82;3;ce78d3b7-cc73-4735-8ea1-b37183d72421
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;3392;0.1;0;3650;95995;BrazilNutTree;1;0.0003;Juvenile;0;51;3;82d6d423-a2c8-48b4-a72b-e2e0df7959c8
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;530.484;0.5;101;1825;8760;PalmTree;0.6;0.0001;Juvenile;59.465;21;3;7358dfed-d7b3-43ce-abd2-69e3e5d47aef
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;913.02;0.1;100.8;3650;112055;BrazilNutTree;1;0.0003;Juvenile;14953.049;105;5;ef9216f8-914e-4c02-9a5c-b89c349663a7
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;4160.3460000000005;0.1;100.8;3650;98915;BrazilNutTree;1;0.0003;Juvenile;13874.1027;36;5;e9b8848f-6b54-49fb-a9df-1be64a0b5e86
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;783.15;1;0;2920;12410;NutmegTree;1.3;0.0002;Juvenile;0;6;7;274c4c21-94a5-4d08-b04d-39e8b3aa9962
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;3936.315;1;101;2920;15695;NutmegTree;1.3;0.0002;Juvenile;3825.225;56;9;ed1c1d36-89fb-4545-a735-9c0cd7c400b0
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;4662.557;1;101;2920;19345;NutmegTree;1.3;0.0002;Juvenile;1172.055;66;9;8e4f0d54-d433-4aa7-a691-91bb5baadcc0
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;693.3340000000001;0.5;101;1825;5840;PalmTree;0.6;0.0001;Juvenile;730.5275;0;3;d0f7c540-1159-4c8d-8f8c-e77a31db5514
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;2810.01;1;101;2920;17885;NutmegTree;1.3;0.0002;Juvenile;5901.15;91;9;cff3f08d-5cb7-441a-9bd8-3cb8a1d5f137
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;806.212;0.5;101;1825;6570;PalmTree;0.6;0.0001;Juvenile;110.245;101;2;b7f22c6c-e645-4665-8f3a-b20461e8a786
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;1253.246;0.1;100.8;3650;123370;BrazilNutTree;1;0.0003;Juvenile;15372.1077;56;6;deb09ece-b7ba-48e3-b585-43c32b3154c6
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;443.212;0.5;101;1825;10585;PalmTree;0.6;0.0001;Juvenile;287.245;103;2;001ec3a4-9662-4eb1-add3-4fff0b4e30ca
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;2754;0.1;0;3650;123370;BrazilNutTree;1;0.0003;Juvenile;0;23;4;30e1ece8-4a8d-4888-a142-12473dd6cbff
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;3350.846;0.1;100.8;3650;137605;BrazilNutTree;1;0.0003;Juvenile;14386.1277;20;5;8e67078b-e4f9-45d5-afa2-38891e9a3568
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;601.126;1;101;2920;12410;NutmegTree;1.3;0.0002;Juvenile;8331.49;103;6;59741d4f-a640-453f-a097-ad2b510f259a
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;965.356;0.5;101;1825;5475;PalmTree;0.6;0.0001;Juvenile;499.435;90;1;f9d3cbc3-5fac-47ba-b573-b3697b24f5ed
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;245.8;0.5;101;1825;7665;PalmTree;0.6;0.0001;Juvenile;849.5;58;2;b137b775-9e59-4f5f-9207-28c6800ef84c
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;706.402;0.5;101;1825;6935;PalmTree;0.6;0.0001;Juvenile;480.5825;87;2;c00ccd81-0c81-4595-90e2-e0daa4e36595
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;634.364;0.5;0;1825;9855;PalmTree;0.6;0.0001;Juvenile;0;79;0;6645b503-fd13-4d98-bf28-289d26b82e01
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;746.056;0.5;101;1825;10585;PalmTree;0.6;0.0001;Juvenile;1035.56;89;1;426c0c3e-7afb-4555-8084-f3beb42ed513
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;470.66599999999994;0.5;101;1825;10220;PalmTree;0.6;0.0001;Juvenile;70.7225;99;1;86f0e5f4-7aca-4012-9149-4367ffb64d1b
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;745.402;0.5;0;1825;7300;PalmTree;0.6;0.0001;Juvenile;0;16;0;3c08bde1-e790-4ecc-baab-7b63b12fab80
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;224;0.1;0;3650;178850;BrazilNutTree;1;0.0003;Juvenile;0;56;3;87ddf0b6-9574-4563-9a44-706be1ad4b29
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;3633.862;1;101;2920;12045;NutmegTree;1.3;0.0002;Juvenile;7375.13;57;9;aee02f87-3ed7-42a4-a18b-6bd3aa03a135
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;551.258;0.5;0;1825;5840;PalmTree;0.6;0.0001;Juvenile;0;75;1;24e0b139-831b-4e3b-8bea-5af785d96cc0
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;279.304;0.5;101;1825;7300;PalmTree;0.6;0.0001;Juvenile;2.54;76;2;424a8d4c-452c-42f5-b2b6-b91df63151e7
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;443.346;0.1;100.8;3650;175930;BrazilNutTree;1;0.0003;Juvenile;2215.1027;35;6;bb969e27-3e6a-4e7d-99a4-47d0ca2c5033
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;1397.382;1;0;2920;18615;NutmegTree;1.3;0.0002;Juvenile;0;7;7;ca87e7e9-748f-45f8-b54e-02242e2b0631
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;235.84599999999998;0.5;0;1825;9125;PalmTree;0.6;0.0001;Juvenile;0;35;0;b5dc21f0-ce43-4f55-ae78-8ef477aaf540
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;1701.7;1;0;2920;13505;NutmegTree;1.3;0.0002;Juvenile;0;36;7;14a54a13-9422-491e-b819-5525e3c50b09
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;4274;0.1;0;3650;93075;BrazilNutTree;1;0.0003;Juvenile;0;57;3;82940f40-f6bc-49d7-aa3d-690c567de2b3
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;6756.126;1;101;2920;11315;NutmegTree;1.3;0.0002;Juvenile;2643.49;112;8;aa85c564-9fe6-4047-82ec-ec7806834d2d
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;1864;0.1;0;3650;110595;BrazilNutTree;1;0.0003;Juvenile;0;77;3;52b20ac6-e861-4da7-9110-aa34752054cf
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;812.168;0.5;0;1825;7300;PalmTree;0.6;0.0001;Juvenile;0;19;1;8ebd71c0-a846-4023-b7c4-d906e223d16d
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;4124.786;1;101;2920;20440;NutmegTree;1.3;0.0002;Juvenile;2405.39;14;9;bbf58ebe-081a-4315-ac3b-bafd55991f19
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;561.492;0.5;0;1825;6935;PalmTree;0.6;0.0001;Juvenile;0;84;0;b28e43d7-babe-44fe-b872-220760d37ddc
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;2882.296;0.1;100.8;3650;104390;BrazilNutTree;1;0.0003;Juvenile;2657.1052;74;5;15bfd060-766b-470a-b7ac-3087e258d2ce
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;1015.59;0.5;0;1825;6205;PalmTree;0.6;0.0001;Juvenile;0;65;0;91012ff8-1fb2-4fbf-83c6-6f2f61953423
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;2498.194;1;101;2920;14965;NutmegTree;1.3;0.0002;Juvenile;9066.31;4;10;16ddac2d-3fbf-48c2-a750-d8f46c162798
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;5085.156;0.1;100.8;3650;178120;BrazilNutTree;1;0.0003;Juvenile;16808.1122;80;5;43033e27-00b9-495c-8b3b-dfa1b61e1ba8
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;465.40600000000006;0.1;100.8;3650;128115;BrazilNutTree;1;0.0003;Juvenile;14747.0997;5;6;15a25a0d-8338-4af8-bb34-5d8e705a4035
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;1374;0.1;0;3650;131035;BrazilNutTree;1;0.0003;Juvenile;0;52;3;9c35641c-f53f-4654-b507-38ff7af82185
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;3491.756;0.1;100.8;3650;100010;BrazilNutTree;1;0.0003;Juvenile;18715.0822;1;6;afc92f65-2a77-4dec-9bb3-5276f224c3d9
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;814.02;0.1;100.8;3650;91250;BrazilNutTree;1;0.0003;Juvenile;11767.049;102;3;e19a5fec-6a35-4b4b-ba35-06bf565c31fd
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;4252;0.1;0;3650;102200;BrazilNutTree;1;0.0003;Juvenile;0;2;4;c5e31cd5-4989-43aa-96db-e2d0a57f39b0
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;189.364;0.5;101;1825;5475;PalmTree;0.6;0.0001;Juvenile;693.515;2;3;adcfe1a0-f0c4-48a7-8d76-1c94e33cfed4
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;823.212;0.5;101;1825;9855;PalmTree;0.6;0.0001;Juvenile;203.245;105;0;5b066a1c-90a8-4376-a6d4-2596b92cf1e4
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;0.8;3118.476;0.1;0;3650;131765;BrazilNutTree;1;0.0003;Juvenile;0;87;4;04a04e83-811b-406e-a760-fe83b609674c
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;562.8;0.5;101;1825;9490;PalmTree;0.6;0.0001;Juvenile;237.5;30;2;39ff5c42-67c8-4a5b-b133-6b6f0ac79456
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;4811.486;0.1;100.8;3650;173375;BrazilNutTree;1;0.0003;Juvenile;14948.0957;37;6;58b0caea-a472-408a-b10b-37e37a7aa7d7
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;876.966;0.1;100.8;3650;113150;BrazilNutTree;1;0.0003;Juvenile;6128.1217;95;6;e05fd9b4-475d-4b64-bae5-747b104bcf87
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;310.606;0.5;0;1825;6205;PalmTree;0.6;0.0001;Juvenile;0;77;0;7dc56e84-cd3a-4ddf-b909-0231baec902d
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;477.93600000000004;0.5;0;1825;9490;PalmTree;0.6;0.0001;Juvenile;0;75;0;9772059f-c22f-40c9-b261-4e0d6499c98f
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;685.3340000000001;0.5;101;1825;8760;PalmTree;0.6;0.0001;Juvenile;592.5275;96;2;31e5f2c0-0412-4195-a81f-6984501b52e2
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;3554.279;1;101;2920;14600;NutmegTree;1.3;0.0002;Juvenile;9514.085;58;9;bf5f97fd-7c26-4051-bcf4-7fb05a7c62a6
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;91.21199999999999;0.5;101;1825;8760;PalmTree;0.6;0.0001;Juvenile;431.245;104;1;314b0ad2-750c-446b-8c60-593f75b57d95
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;4268;0.1;0;3650;171550;BrazilNutTree;1;0.0003;Juvenile;0;57;4;ae81ee17-19b9-417b-87ec-2649c2b8e55d
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;3573.126;1;101;2920;19345;NutmegTree;1.3;0.0002;Juvenile;5073.49;114;7;465f5b2e-8252-47c6-a2c3-9e2a7da2f605
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;2328;0.1;0;3650;147095;BrazilNutTree;1;0.0003;Juvenile;0;88;3;b4a51a02-a346-4e6a-b798-9b5cfbf371d8
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;3913;0.1;0;3650;161695;BrazilNutTree;1;0.0003;Juvenile;0;34;4;cf617a74-501c-4feb-a2a0-7b38ec4a15bd
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;524.8;0.5;101;1825;9855;PalmTree;0.6;0.0001;Juvenile;171.5;66;2;ad766ca9-b619-495e-918f-76c089c37733
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;2262.726;0.1;100.8;3650;171915;BrazilNutTree;1;0.0003;Juvenile;18670.1337;41;6;c943a6a4-40ae-4dee-b9bb-79cbc53fc98b
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;4045;1;0;2920;12045;NutmegTree;1.3;0.0002;Juvenile;0;17;7;25703996-0a72-4eab-b06c-95f22eddf149
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;2567.333;1;101;2920;18980;NutmegTree;1.3;0.0002;Juvenile;5367.295;36;9;1f80952d-4232-4fed-aeb4-9842e6e4ea3b
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;779.364;0.5;101;1825;9490;PalmTree;0.6;0.0001;Juvenile;282.515;12;2;c504d5e4-9d0d-4bc9-8e2e-a5e681e29ff2
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;2014;0.1;0;3650;98915;BrazilNutTree;1;0.0003;Juvenile;0;41;4;3da16fbf-0ce2-4cc4-87fd-c8637a2bea76
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;712.04;0.5;0;1825;5475;PalmTree;0.6;0.0001;Juvenile;0;51;1;4a617343-2970-4494-ba07-e6894147d187
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;1139.508;0.5;101;1825;8760;PalmTree;0.6;0.0001;Juvenile;537.705;19;2;6dad6b89-613e-424e-afe7-9abb5e92c7c9
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;980.0939999999999;0.5;101;1825;6935;PalmTree;0.6;0.0001;Juvenile;853.6275;38;2;7775c04d-5992-40cb-b63a-0f1d261c847b
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;3646;0.1;0;3650;144175;BrazilNutTree;1;0.0003;Juvenile;0;39;4;ac5a4bcf-ab27-4d86-b0b2-d8642c063200
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;500;0.1;0;3650;130670;BrazilNutTree;1;0.0003;Juvenile;0;24;4;6396bc2b-bb09-483b-bd09-c14998c29f19
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;5765.938;1;101;2920;10950;NutmegTree;1.3;0.0002;Juvenile;2409.87;68;8;947e4045-83be-486c-977f-f81c202b73ca
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;183.906;0.5;101;1825;6935;PalmTree;0.6;0.0001;Juvenile;79.6225;14;3;ccf4e1e1-91ba-4961-8bc7-9d5e466af12b
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;2263.436;1;101;2920;13505;NutmegTree;1.3;0.0002;Juvenile;9724.14;30;9;8cccfaea-4d7f-4ba2-89f5-239c9d7c6e75
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;3217.288;1;0;2920;15330;NutmegTree;1.3;0.0002;Juvenile;0;8;7;dc0118e0-1052-49a3-bb96-22677712a63b
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;2993.2;1;0;2920;18980;NutmegTree;1.3;0.0002;Juvenile;0;42;8;5e7ef34c-1baf-4c3c-9d63-1ed6c70c3755
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;265.59799999999996;0.5;101;1825;6570;PalmTree;0.6;0.0001;Juvenile;57.6675;48;2;c98a5d59-dce1-4e84-9bbc-1b6801a442ae
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;4239;0.1;0;3650;150745;BrazilNutTree;1;0.0003;Juvenile;0;48;4;282a661a-d6f5-4cab-a2e7-e9dcee985bba
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;4976.696;0.1;100.8;3650;156950;BrazilNutTree;1;0.0003;Juvenile;13295.0852;9;6;b5de3511-ec6d-4719-b038-47217352736b
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;1256.104;1;101;2920;15330;NutmegTree;1.3;0.0002;Juvenile;1037.96;18;9;921027ef-616d-4ace-9d1d-dc539eab997b
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;806.244;0.5;0;1825;8760;PalmTree;0.6;0.0001;Juvenile;0;34;1;7d85da91-6196-429d-bb8d-5f4e2b5d231b
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;3135.176;0.1;100.8;3650;129210;BrazilNutTree;1;0.0003;Juvenile;4863.1112;14;6;4d7d2471-2eb1-484d-bcf7-d6fe2ea82145
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;2005.256;0.1;100.8;3650;146365;BrazilNutTree;1;0.0003;Juvenile;15070.1072;38;5;c6e501da-ec71-4a90-9893-4d2f663bdc03
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;1459;1;0;2920;13505;NutmegTree;1.3;0.0002;Juvenile;0;11;7;4cfc9fe3-df24-492d-8541-91bb11e40296
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;260.462;0.5;101;1825;7300;PalmTree;0.6;0.0001;Juvenile;592.5575;12;3;472a29e5-5046-4ea2-8761-3148b3ed04d2
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;116.21199999999999;0.5;101;1825;5475;PalmTree;0.6;0.0001;Juvenile;363.245;108;0;e1a0252f-3d2e-4a3b-a3e1-f4e4b0a758c4
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;195.126;1;101;2920;20075;NutmegTree;1.3;0.0002;Juvenile;2500.49;109;9;3836f8a8-72c2-4254-ad69-8a3484443a8d
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;4019;0.1;0;3650;104755;BrazilNutTree;1;0.0003;Juvenile;0;0;5;a7fd1e3d-ae5d-4462-99ab-6de95c99a99f
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;4803;1;0;2920;10950;NutmegTree;1.3;0.0002;Juvenile;0;26;7;c921e8aa-242b-4637-bd30-a2ce8368e6fe
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;3993.4;1;101;2920;11680;NutmegTree;1.3;0.0002;Juvenile;4926;70;9;3d72cd01-6e62-4b30-97c1-6a8eb24a0b7e
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;6619.593;1;101;2920;10950;NutmegTree;1.3;0.0002;Juvenile;950.195;93;9;260fd77e-037e-463c-a953-c1b19d1583c6
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;946.374;0.5;0;1825;5840;PalmTree;0.6;0.0001;Juvenile;0;37;1;33df7352-9567-408b-9d43-ca209160abed
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;779.778;0.5;101;1825;8030;PalmTree;0.6;0.0001;Juvenile;587.5925;80;2;8411b2e0-edf2-4535-9210-123f0bda4c47
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;751.702;0.5;101;1825;10585;PalmTree;0.6;0.0001;Juvenile;636.4575;28;3;dbbd545c-f657-4cd5-8db9-7cce6fcab03f
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;1151.896;0.1;100.8;3650;92710;BrazilNutTree;1;0.0003;Juvenile;143.1252;31;6;4c6d89a0-0949-44f4-9b73-fc44f60307c2
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;558.02;0.1;100.8;3650;103660;BrazilNutTree;1;0.0003;Juvenile;7866.049;115;5;2e96bbb8-53ff-4471-b1cd-d934b12b18cc
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;3077;1;0;2920;21170;NutmegTree;1.3;0.0002;Juvenile;0;50;7;9073f872-cae1-4cc6-80cd-5d67f9ee4014
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;1072.4;1;0;2920;20075;NutmegTree;1.3;0.0002;Juvenile;0;97;7;7601bb8e-de7c-4cf1-b3fc-f61e164a006d
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;714.754;0.5;0;1825;10585;PalmTree;0.6;0.0001;Juvenile;0;95;0;4dba5959-e315-400c-bf7a-e3f09eece7df
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;0.8;2664;0.1;0;3650;115340;BrazilNutTree;1;0.0003;Juvenile;0;93;4;25460e6c-cd3e-4d78-9616-f21855a3e847
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;3337.02;0.1;100.8;3650;116435;BrazilNutTree;1;0.0003;Juvenile;5576.049;103;5;74246055-bf79-4d70-a80d-b2d09cdd96c0
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;1007.506;0.1;100.8;3650;96360;BrazilNutTree;1;0.0003;Juvenile;7793.0947;30;5;2f152a6f-5bde-4d30-bcd0-fa491efb4ef2
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;1807.02;0.1;100.8;3650;163520;BrazilNutTree;1;0.0003;Juvenile;1390.049;100;4;fb46d162-53bd-4847-b810-c43a518dc94f
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;1161.346;0.1;100.8;3650;176660;BrazilNutTree;1;0.0003;Juvenile;3266.1027;10;6;1c2fab12-a6e6-423b-aebb-c68509d89929
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;334.658;0.5;101;1825;6935;PalmTree;0.6;0.0001;Juvenile;79.6425;88;1;4e5441a0-c1d7-41fb-9206-c6fa3a8bccc3
1;1;2022-01-08T11:00:00.0000000+01:00;1;False;365;1;5557.4;1;0;2920;19710;NutmegTree;1.3;0.0002;Juvenile;0;29;8;3ec33cb5-0111-40ab-b3d2-e063edf1bf40
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;3265.584;1;101;2920;21170;NutmegTree;1.3;0.0002;Juvenile;5878.16;82;9;b380a347-a47b-4ef2-82fc-17d09980dc7d
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;3908.315;1;101;2920;17520;NutmegTree;1.3;0.0002;Juvenile;9187.225;44;9;1b61500b-53a3-462c-805e-413b5f516c59
1;1;2022-01-08T11:00:00.0000000+01:00;2;False;365;1;119.67199999999998;0.5;0;1825;9490;PalmTree;0.6;0.0001;Juvenile;0;26;0;9b51d74c-b6f0-4172-ab9e-1869a4e93192
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;0.8;2021.076;0.1;100.8;3650;140525;BrazilNutTree;1;0.0003;Juvenile;14424.1162;8;6;e5308417-df71-4398-b10c-7078752fad90
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;7098.126;1;101;2920;13140;NutmegTree;1.3;0.0002;Juvenile;4931.49;107;8;972140be-653f-4140-a674-33345644d5f4
1;1;2022-01-08T11:00:00.0000000+01:00;2;True;365;1;594.212;0.5;101;1825;8395;PalmTree;0.6;0.0001;Juvenile;112.245;116;1;0e44d179-67b2-47e6-ac31-57c13598ef7f
